;Номер Сборочного   ;Имя Сборочного;Состав Сборочного;Дата обновления;Чертеж Сборочного;Адрес папки;Дата чертежа;;;;;;;
;С30.10.03.000 СБ;Колено;"С20.10.01.003 | Фланец №2 | 2
С30.10.03.001 | Секция №1 | 2
С30.10.03.002 | Секция №2 | 1
";26.06.2025 15:26;С30.10.03.000 СБ Колено.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С30\С30.00.00.000\С30.10.00.000 СБ Зернопровод\С30.10.03.000 СБ Колено;11.12.2019 14:31;;;;;;;
;С30.11.00.000А СБ;Стяжка нории;"С30.11.00.006А | Хомут | 8
С30.11.00.007А | Основание | 2
С30.11.00.008А | Раскос № 1 | 1
С30.11.00.009А | Раскос № 2 | 1
С30.11.00.010А | Раскос № 3 | 1
";23.07.2025 11:46;С30.11.00.000А СБ Стяжка нории.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С30\С30.00.00.000\С30.11.00.000А СБ Стяжка нории;05.04.2019 14:41;;;;;;;
;С30.14.07.000 СБ;Конус;"С20.06.07.002 | Лист № 2 | 2
С30.14.07.001 | Лист № 1 | 1
";28.07.2025 13:13;;;;;;;;;;
;"С30.18.00.000 СБ
С30.18.00.000/С СБ";"Площадка норийная С30
Площадка норийная С30(сим)";"НЗ-50А3 10.00.006 | Косынка | 4
НЗ-50А3 10.02.000 СБ | Ограждение № 1 | 1
С30.18.01.000 СБ | Лестница площадки норийной | 1
С30.18.02.000 СБ
С30.18.02.000/С СБ | Платформа
Платформа (сим) | 1
С30.18.03.000 СБ | Ограждение № 1 | 1
С30.18.03.000-01 СБ | Ограждение № 1 | 1
С30.18.04.000 СБ
С30.18.04.000-01 СБ | Ограждение № 2 | 1
С30.18.05.000 СБ
С30.18.05.000-01 СБ | Ограждение № 3 | 1
";23.07.2025 15:07;;;;;;;;;;
;С30.18.01.000 СБ;Лестница площадки норийной;"С10П.05.00.001 | Вставка соединительная | 2
С10П.05.01.001 | Проступь | 1
С20П.08.01.201 | Дуга | 3
С30.18.01.001 | Стойка замыкающая | 2
С30.18.01.002 | Рейка | 5
С30.18.01.005 | Уголок | 2
С30.18.01.006 | Уголок крепления | 2
С20.18.01.1000А СБ | Лестница № 1 | 1
";23.07.2025 15:07;;;;;;;;;;
;"С30.18.02.000 СБ
С30.18.02.000/С СБ";"Платформа
Платформа (сим)";"НЗ-50А3 10.01.005 | Трап 700 | 4
НЗ-50А3 10.01.006 | Трап 2300 | 7
НЗ-50А3 10.01.007 | Усилитель | 14
НЗ-50А3 10.01.008 | Уголок | 20
НЗ-50А3 10.01.009 | Отбойник | 1
С30.18.02.001 | Опора | 4
С30.18.02.002 | Швеллер основания | 4
С30.18.02.003 | Швеллер соединительный | 2
С30.18.02.004 | Отбойник 700 | 1
С30.18.02.005 | Отбойник 350 | 1
С30.18.02.005-01 | Отбойник 350 | 1
С30.18.02.006 | Отбойник | 2
С30.18.02.006-01 | Отбойник | 2
С30.18.02.007 | Перемычка | 2
С30.18.02.008 | Порог | 1
";23.07.2025 15:07;;;;;;;;;;
;С30.18.03.000 СБ;Ограждение № 1;"С30.18.03.001 | Поручень внешний | 1
С30.18.03.100 СБ | Секция ограждения № 1 | 1
С30.18.03.100-01 СБ | Секция ограждения № 1 | 1
С30.18.03.200 СБ | Секция ограждения № 2 | 1
";23.07.2025 15:07;;;;;;;;;;
;С30.18.03.000-01 СБ;Ограждение № 1;"С30.18.03.001 | Поручень внешний | 1
С30.18.03.100 СБ | Секция ограждения № 1 | 1
С30.18.03.100-01 СБ | Секция ограждения № 1 | 1
С30.18.03.200-01 СБ | Секция ограждения № 2 | 1
";23.07.2025 15:07;;;;;;;;;;
;С30.18.03.100 СБ;Секция ограждения № 1;"НЗ-50А3 10.02.001 | Стойка промежуточная | 1
НЗ-50А3 10.04.101 | Стойка угловая | 1
С30.18.03.101 | Поручень | 1
С30.18.03.102 | Перемычка | 2
";23.07.2025 15:07;;;;;;;;;;
;С30.18.03.100-01 СБ;Секция ограждения № 1;"НЗ-50А3 10.02.001 | Стойка промежуточная | 1
НЗ-50А3 10.04.101 | Стойка угловая | 1
С30.18.03.101-01 | Поручень | 1
С30.18.03.102 | Перемычка | 2
";23.07.2025 15:07;;;;;;;;;;
;С30.18.03.200 СБ;Секция ограждения № 2;"НЗ-50А3 10.02.001 | Стойка промежуточная | 2
С30.18.03.201 | Перемычка | 2
";23.07.2025 15:07;;;;;;;;;;
;С30.18.03.200-01 СБ;Секция ограждения № 2;"НЗ-50А3 10.02.001 | Стойка промежуточная | 2
С30.18.03.201-01 | Перемычка | 2
";23.07.2025 15:07;;;;;;;;;;
;"С30.18.04.000 СБ
С30.18.04.000-01 СБ";Ограждение № 2;"НЗ-50А3 10.02.001 | Стойка промежуточная | 1
С30.18.04.001 | Перемычка | 2
С30.18.04.002 | Поручень | 1
";23.07.2025 15:07;;;;;;;;;;
;"С30.18.05.000 СБ
С30.18.05.000-01 СБ";Ограждение № 3;"С30.18.05.001 | Накладка поручня | 1
С30.18.05.100СБ
С30.18.05.100-01 СБ | Секция ограждения № 1 | 1
С30.18.05.200СБ
С30.18.05.200-01 СБ | Секция ограждения № 2 | 1
";23.07.2025 15:07;;;;;;;;;;
;"С30.18.05.100СБ
С30.18.05.100-01 СБ";Секция ограждения № 1;"НЗ-50А3 10.02.001 | Стойка промежуточная | 1
С30.18.05.101 | Перемычка | 2
С30.18.05.102 | Поручень | 1
";23.07.2025 15:07;;;;;;;;;;
;"С30.18.05.200СБ
С30.18.05.200-01 СБ";Секция ограждения № 2;"НЗ-50А3 10.02.001 | Стойка промежуточная | 1
С30.18.05.102 | Поручень | 1
С30.18.05.201 | Перемычка | 2
";23.07.2025 15:07;;;;;;;;;;
;С40.01.00.000А СБ, ;"Шахта С40 (низ)
Шахта С40 повернуто (низ)";"С20.01.00.001 | Стенка № 1 | 16
С20.01.00.002 | Стенка № 2 | 2
С20.01.00.003 | Стенка полукоробов № 1 | 9
С20.01.00.004 | Стенка полукоробов № 2 | 1
С20.01.00.005 | Стенка коробов № 1 | 9
С20.01.00.006 | Стенка коробов № 2 | 1
С20.01.00.007 | Планка № 1 | 162
С20.01.00.008 | Планка № 2 | 18
С20.01.00.008-01 | Планка № 2 | 18
С20.01.00.009 | Пластина | 2
С20.01.00.014 | Полукороб | 36
С20.01.00.015 | Кронштейн | 1
С20.01.00.016 | Втулка | 1
С20.01.00.017 | Стенка № 4 | 2
С20.01.00.022 | Кронштейн № 2 | 5
С20.01.00.025А | Держатель левый | 2
С20.01.00.025А-01 | Держатель правый | 2
С20.01.00.027 | Ручка | 9
С20.01.00.028 | Лист ОЦ № 1 | 12
С20.01.00.028-02 | Лист ОЦ № 1 | 2
С20.01.00.028-03 | Лист ОЦ № 1 | 2
С20.01.00.029 | Лист ОЦ № 2 | 1
С20.01.00.033 | Стенка № 5 | 2
С20.01.00.034 | Лист ОЦ № 3 | 4
С20.01.00.035 | Лист ОЦ № 4 | 1
С20.01.00.036 | Лист ОЦ № 5 | 1
С20.01.00.037 | Кронштейн | 108
С20.01.01.107А | Кронштейн | 30
С20.01.01.400-01 СБ | Проушина | 2
С20.01.01.400-02 СБ | Проушина | 2
С20.01.02.000 СБ | Короб 1,0 | 162
С20.01.04.000 СБ | Патрубки выгрузные | 1
С20.01.13.000А СБ | Лестница внутренняя № 1 | 17
С20.01.14.000А СБ | Лестница внутренняя № 3 | 1
С20.01.15.000А СБ | Бункер выгрузной С20 | 1
С40.01.01.000А СБ | Каркас шахты С40 (низ) | 1
";28.07.2025 13:55;;;;;;;;;;
;С40.01.01.000А СБ;Каркас шахты С40 (низ);"С20.01.00.031 | Кронштейн лестницы | 72
С20.01.00.032 | Кронштейн каналов | 72
С20.01.01.002 | Труба № 1 | 2
С20.01.01.003 | Труба № 2 | 4
С20.01.01.009 | Гнутый уголок 25х25 | 2
С20.01.01.011 | Пята | 4
С20.01.01.013А | Косынка | 4
С20.01.01.108А-02 | Перемычка | 2
С30.01.01.011 | Грузовой кронштейн | 4
С30.01.01.015А | Уголок № 1 | 2
С40.01.01.004А | Раскос № 1 | 2
С40.01.01.005А | Раскос № 2 | 4
С40.01.01.007А | Раскос № 3 | 18
С40.01.01.008А | Раскос № 4 | 4
С100.01.01.001А | Труба 80х80 | 4
С100.01.01.002А | Труба 80х40 | 20
С100.01.01.003А | Лист 5,0 | 4
С100.01.01.004А | Лист 8,0 | 4
С40.01.01.100А СБ | Рама № 1 | 1
С40.01.01.200А СБ | Рама № 2 | 1
С40.01.01.300 СБ | Направляющая | 4
";28.07.2025 14:15;С40.01.01.000А СБ - Каркас шахты (нижний).cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.01.00.000А СБ Шахта С40 (низ)\С40.01.01.000 СБ Каркас шахты С40 (низ);24.10.2018 8:19;;;;;;;
;С40.01.01.100А СБ;Рама № 1;"С20.01.01.101А | Труба крепежная | 1
С20.01.01.103 | Труба № 1 | 2
С20.01.01.104 | Труба № 2 | 1
С20.01.01.105 | Труба № 3 | 2
С20.01.01.108А | Перемычка | 1
С40.01.01.101А | Труба 80х120 | 2
С40.01.01.102А | Труба 80х80 | 11
";28.07.2025 14:15;С40.01.01.100А СБ - Рама №1.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.01.00.000А СБ Шахта С40 (низ)\С40.01.01.000 СБ Каркас шахты С40 (низ)\С40.01.01.100-200 СБ Рама №1,№2;26.10.2018 11:32;;;;;;;
;С40.01.01.200А СБ;Рама № 2;"С20.01.01.104 | Труба № 2 | 1
С20.01.01.105 | Труба № 3 | 2
С40.01.01.202А | Труба 80х80 | 11
С20.01.01.101А | Труба крепежная | 1
С20.01.01.103 | Труба № 1 | 2
С20.01.01.108А | Перемычка | 1
С40.01.01.201А | Труба 80х120 | 2
С40.01.01.203А | Труба 40х40 | 1
";28.07.2025 14:15;С40.01.01.200А СБ - Рама №2 .cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.01.00.000А СБ Шахта С40 (низ)\С40.01.01.000 СБ Каркас шахты С40 (низ)\С40.01.01.100-200 СБ Рама №1,№2;26.10.2018 11:34;;;;;;;
;С40.01.01.300 СБ;Направляющая;"С20.01.01.301 | Направляющая | 1
С40.01.01.302 | Пластина | 1
";28.07.2025 14:15;С40.01.01.300 СБ Направляющая.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.01.00.000А СБ Шахта С40 (низ)\С40.01.01.000 СБ Каркас шахты С40 (низ);13.03.2015 8:48;;;;;;;
;С40.02.00.000 СБ, С40.02.00.000/С СБ;Ограждение бункера сушилки С40;"С80.02.01.000А СБ | Ограждение № 1 | 2
С80.02.02.000А СБ | Ограждение № 2 | 1
С80.02.03.000А СБ | Ограждение № 3 | 1
";23.07.2025 15:14;;;;;;;;;;
;С40.03.00.0000 СБ;Отводящий канал;"С40.03.01.0000-02 СБ | Секция № 1 | 1
С40.03.02.0000-01 СБ | Секция № 2 | 1
С40.03.03.000 СБ | Фланец | 2
С40.03.04.000 СБ | Козырек | 1
С40.03.05.0000 СБ | Дверца № 1 | 2
";29.07.2025 15:43;;;;;;;;;;
;С40.03.00.0000-01 СБ;Отводящий канал;"С40.03.01.0000-02 СБ | Секция № 1 | 1
С40.03.02.0000-01 СБ | Секция № 2 | 1
С40.03.03.000 СБ | Фланец | 1
С40.03.04.000 СБ | Козырек | 1
С40.03.05.0000 СБ | Дверца № 1 | 1
С40.03.06.0000 СБ | Дверца № 2 | 1
";29.07.2025 15:44;;;;;;;;;;
;С40.03.01.0000-02 СБ;Секция № 1;"С40.03.01.0013 | Лист ОЦ № 1 | 1
С40.03.01.0013-01 | Лист ОЦ № 1-1 | 1
С40.03.01.0014 | Лист ОЦ № 2 | 2
С40.03.01.0015 | Лист ОЦ № 3 | 1
С40.03.01.0015-01 | Лист ОЦ № 3-1 | 4
С40.03.01.0015-02 | Лист ОЦ № 3-2 | 1
С40.03.01.0015-03 | Лист ОЦ № 3-3 | 1
С40.03.01.0015-04 | Лист ОЦ № 3-4 | 1
С40.03.01.0015-05 | Лист ОЦ № 3-5 | 1
С40.03.01.0015-06 | Лист ОЦ № 3-6 | 1
С40.03.01.0015-07 | Лист ОЦ № 3-7 | 1
С40.03.01.0016 | Лист ОЦ № 4 | 2
С40.03.01.0016-01 | Лист ОЦ № 4-1 | 8
С40.03.01.0016-02 | Лист ОЦ № 4-2 | 2
С40.03.01.0016-03 | Лист ОЦ № 4-3 | 2
С40.03.01.0016-04 | Лист ОЦ № 4-4 | 2
С40.03.01.0017 | Лист ОЦ № 5 | 2
С40.03.01.0018 | Лист ОЦ № 6 | 2
С40.03.01.0019 | Лист 8,0 | 4
С40.03.01.1000-02 СБ | Каркас | 1
";29.07.2025 15:44;;;;;;;;;;
;С40.03.01.1000-02 СБ;Каркас;"SAG20.02.01.1039 | Лист № 7 | 2
С20.01.00.016 | Втулка | 1
С20.01.01.107А | Кронштейн | 9
С100.04.03.003А | Кронштейн | 38
С30.01.01.011 | Грузовой кронштейн | 2
С40.03.01.1001 | Труба № 1 | 3
С40.03.01.1002 | Труба 40х40 | 20
С40.03.01.1003 | Труба 40х40 | 24
С40.03.01.1004 | Труба 40х40 | 8
С40.03.01.1005 | Труба 40х40 | 2
С40.03.01.1006 | Труба 40х40 | 2
С40.03.01.1007 | Труба 40х40 | 2
С40.03.01.1008 | Труба 40х40 | 2
С40.03.01.1009 | Лист № 1 | 2
С40.03.01.1010 | Лист 1,0 | 2
С40.03.01.1011 | Лист 1,0 | 2
С40.03.01.1012 | Лист 1,0 | 2
С40.03.01.1013 | Лист 1,0 | 2
С40.03.01.1014 | Лист 1,0 | 6
С40.03.01.1015 | Лист 1,0 | 2
С40.03.01.1016 | Лист 1,0 | 2
С40.03.01.1017 | Лист 1,0 | 2
С40.03.01.1018 | Лист 1,0 | 6
С40.03.01.1019 | Лист 1,0 | 2
С40.03.01.1020 | Лист 1,0 | 2
С40.03.01.1021 | Лист 1,0 | 2
С40.03.01.1022 | Лист № 2 | 1
С40.03.01.1023 | Лист 1,0 | 1
С40.03.01.1024 | Лист 1,0 | 7
С40.03.01.1025 | Лист 1,0 | 2
С40.03.01.1026 | Лист 1,0 | 2
С40.03.01.1027 | Лист 1,0 | 2
С40.03.01.1028 | Лист 1,0 | 2
С40.03.01.1029 | Лист 1,0 | 1
С40.03.01.1030 | Гнутый уголок 40х40 | 4
С40.03.01.1034 | Лист № 3 | 1
С40.03.01.1037 | Труба 40х40 | 2
С40.03.01.1038 | Труба 40х40 | 1
С40.03.01.1040 | Шинка 20х4 | 5
С40.03.01.1041 | Шинка 20х4 | 9
С40.03.01.1042 | Труба 40х40 | 2
С40.03.01.1043 | Гнутый уголок 25х25 | 2
С40.03.01.1044 | Гнутый уголок 25х25 | 4
С40.03.01.1045 | Перегородка | 1
С40.03.01.1046 | Раскос | 2
С40.03.01.1047 | Лист 1,0 | 2
С40.03.01.1048 | Шинка 20х4 | 2
С40.03.01.1049 | Шинка 40х2 | 2
С40.03.01.1050 | Гнутый уголок 40х40 | 14
С40.03.01.1051 | Гнутый уголок 40х40 | 4
С40.03.01.1052 | Гнутый уголок 40х40 | 4
С40.03.01.1053 | Гнутый уголок 40х40 | 4
С40.03.01.1054 | Гнутый уголок 40х40 | 2
С40.03.01.1055 | Гнутый уголок 40х40 | 2
С40.04.01.1056 | Ухо | 4
С50.04.01.1069А | Уголок № 1 | 6
С50.16.11.107А | Уголок № 2 | 2
С50.16.11.107А-01 | Уголок № 2 | 2
С50.16.11.108А | Уголок № 3 | 2
SAG20.02.01.1500 СБ | Люк канала | 6
С40.03.01.1100 СБ | Рама № 1 | 1
С40.03.01.1200 СБ | Рама № 2 | 1
С40.03.01.1300 СБ | Рама № 3 | 1
С40.03.01.1400 СБ | Люк канала | 2
С40.03.01.1500 СБ | Фланец № 1 | 4
С40.03.01.1600 СБ | Фланец № 1 | 2
";29.07.2025 15:44;С40.03.01.1000-02 СБ - Каркас.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.03.00.0000-02 СБ -  Отводящ.канал\С40.03.01.0000-02 СБ - Секция №1\С40.03.01.1000-02 СБ - Каркас;10.07.2025 10:20;;;;;;;
;С40.03.01.1100 СБ;Рама № 1;"С40.03.01.1101 | Труба 40х40 | 2
С40.03.01.1102 | Труба 40х40 | 11
С40.03.01.1103 | Труба 40х40 | 1
С40.03.01.1104 | Труба 40х40 | 4
С40.03.01.1105 | Труба 40х40 | 1
С40.03.01.1106 | Труба 40х40 | 1
С40.03.01.1107 | Труба 40х40 | 1
С40.03.01.1108 | Труба 40х40 | 1
С40.03.01.1109 | Труба 40х40 | 1
";29.07.2025 15:44;С40.03.01.1100 СБ - Рама №1.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.03.00.0000-02 СБ -  Отводящ.канал\С40.03.01.0000-02 СБ - Секция №1\С40.03.01.1000-02 СБ - Каркас\С40.03.01.1100 СБ - Рама №1;15.05.2017 10:03;;;;;;;
;С40.03.01.1200 СБ;Рама № 2;"С40.03.01.1202 | Труба 40х40 | 9
С40.03.01.1203 | Труба 40х40 | 1
С40.03.01.1204 | Труба 40х40 | 3
С40.03.01.1205 | Труба 40х40 | 1
С40.03.01.1206 | Труба 40х40 | 1
С40.03.01.1207 | Труба 40х40 | 1
С40.03.01.1208 | Труба 40х40 | 1
С40.04.01.1301 | Труба № 1 | 2
С50.04.01.1402 | Труба № 2 | 1
";29.07.2025 15:44;С40.03.01.1200 СБ - Рама №2.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.03.00.0000-02 СБ -  Отводящ.канал\С40.03.01.0000-02 СБ - Секция №1\С40.03.01.1000-02 СБ - Каркас\С40.03.01.1200 СБ - Рама №2;04.05.2017 15:06;;;;;;;
;С40.03.01.1300 СБ;Рама № 3;"С40.03.01.1301 | Труба № 1 | 2
С40.03.01.1302 | Труба 40х40 | 3
С40.03.01.1303 | Труба 40х20 | 1
С50.04.01.1402 | Труба № 2 | 1
";29.07.2025 15:44;С40.03.01.1300 СБ - Рама №3.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.03.00.0000-02 СБ -  Отводящ.канал\С40.03.01.0000-02 СБ - Секция №1\С40.03.01.1000-02 СБ - Каркас\С40.03.01.1300 СБ - Рама №3;04.05.2017 15:11;;;;;;;
;С40.03.01.1400 СБ;Люк канала;"SAG20.02.01.1505 | Боковина | 2
С40.03.01.1404 | Лист основание | 1
";29.07.2025 15:44;С40.03.01.1400 СБ Люк канала Сборочный чертеж.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.03.00.0000-02 СБ -  Отводящ.канал\С40.03.01.0000-02 СБ - Секция №1\С40.03.01.1000-02 СБ - Каркас\С40.03.01.1400 СБ Люк канала;16.06.2017 14:39;;;;;;;
;С40.03.01.1500 СБ;Фланец № 1;"С40.03.01.1501 | Лист 3,0 | 1
С40.03.01.1502 | Лист 3,0 | 2
";29.07.2025 15:44;С40.03.01.1500 СБ Фланец №1.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.03.00.0000-02 СБ -  Отводящ.канал\С40.03.01.0000-02 СБ - Секция №1\С40.03.01.1000-02 СБ - Каркас\С40.03.01.1500 СБ - Фланец №1;22.08.2017 11:31;;;;;;;
;С40.03.01.1600 СБ;Фланец № 1;"С40.03.01.1601 | Лист 3,0 | 2
С40.03.01.1602 | Лист 3,0 | 2
";29.07.2025 15:44;С40.03.01.1600 СБ Фланец №2.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.03.00.0000-02 СБ -  Отводящ.канал\С40.03.01.0000-02 СБ - Секция №1\С40.03.01.1000-02 СБ - Каркас\С40.03.01.1600 СБ - Фланец №2;22.08.2017 11:32;;;;;;;
;С40.03.02.0000-01 СБ;Секция № 2;"SAG10.03.00.002-01 | Лист ОЦ № 2 | 1
С40.03.02.0001 | Лист ОЦ № 1 | 4
С40.03.02.0001-01 | Лист ОЦ № 1 | 1
С40.03.02.0002 | Лист ОЦ № 2 | 1
С40.03.02.0002-01 | Лист ОЦ № 2 | 1
С40.03.02.0003 | Лист ОЦ № 3 | 8
С40.03.02.0003-01 | Лист ОЦ № 3 | 2
С40.03.02.0004 | Лист ОЦ № 4 | 1
С20.24.10.000 СБ | Логотип-Бренд | 1
С20.24.20.000-05 СБ | Логотип-Модель С-80 | 1
С40.03.02.1000 СБ | Каркас | 1
";29.07.2025 15:44;С40.03.02.0000-01 СБ - Секция №2.cdw;K:\1 ЧЕРТЕЖИ\ЗЕРНОСУШИЛКИ\С40\С40.00.00.000А СБ\С40.03.00.0000-02 СБ -  Отводящ.канал\С40.03.02.0000-01 СБ - Секция №2;27.01.2023 15:07;;;;;;;
